"","faminc","cigtax","cigprice","bwght","fatheduc","motheduc","parity","male","white","cigs","lbwght","bwghtlbs","packs","lfaminc"
"1351",4.5,30,138.300003051758,135,13,14,1,1,1,0,4.90527486801147,8.4375,0,1.50407695770264
"1352",27.5,30,138.300003051758,132,12,12,1,1,0,0,4.88280200958252,8.25,0,3.31418609619141
"1353",37.5,30,138.300003051758,142,12,12,1,1,1,0,4.95582723617554,8.875,0,3.62434101104736
"1354",8.5,30,138.300003051758,130,NA,12,3,0,1,0,4.86753511428833,8.125,0,2.14006590843201
"1355",27.5,30,138.300003051758,123,10,12,1,1,1,0,4.81218385696411,7.6875,0,3.31418609619141
"1356",47.5,30,138.300003051758,126,12,12,1,1,1,0,4.83628177642822,7.875,0,3.86072993278503
"1357",32.5,30,138.300003051758,116,13,16,1,1,1,0,4.75359010696411,7.25,0,3.48124003410339
"1358",27.5,30,138.300003051758,116,12,12,6,0,1,0,4.75359010696411,7.25,0,3.31418609619141
"1359",6.5,30,138.300003051758,99,NA,9,2,0,0,0,4.59511995315552,6.1875,0,1.87180197238922
"1360",12.5,30,138.300003051758,119,12,12,3,0,1,3,4.77912282943726,7.4375,0.150000005960464,2.52572894096375
"1361",32.5,30,138.300003051758,122,14,15,1,0,1,0,4.80402088165283,7.625,0,3.48124003410339
"1362",5.5,30,138.300003051758,115,NA,11,2,0,0,10,4.74493217468262,7.1875,0.5,1.70474803447723
"1363",22.5,30,138.300003051758,111,16,14,3,0,1,0,4.70952987670898,6.9375,0,3.11351490020752
"1364",10.5,30,138.300003051758,108,NA,12,1,1,1,0,4.68213081359863,6.75,0,2.35137510299683
"1365",32.5,30,138.300003051758,140,16,13,1,1,1,0,4.94164180755615,8.75,0,3.48124003410339
"1366",32.5,30,138.300003051758,119,18,16,2,0,1,0,4.77912282943726,7.4375,0,3.48124003410339
"1367",27.5,30,138.300003051758,134,14,16,2,1,0,0,4.89784002304077,8.375,0,3.31418609619141
"1368",12.5,30,138.300003051758,130,16,14,1,1,1,15,4.86753511428833,8.125,0.75,2.52572894096375
"1369",8.5,30,138.300003051758,107,NA,12,5,0,1,0,4.67282915115356,6.6875,0,2.14006590843201
"1370",42.5,30,138.300003051758,147,14,15,1,0,1,0,4.99043321609497,9.1875,0,3.74950408935547
"1371",4.5,30,138.300003051758,109,NA,16,1,1,1,0,4.6913480758667,6.8125,0,1.50407695770264
"1372",37.5,30,138.300003051758,114,12,14,1,1,1,0,4.73619794845581,7.125,0,3.62434101104736
"1373",18.5,30,138.300003051758,118,12,12,1,1,1,0,4.77068519592285,7.375,0,2.91777110099792
"1374",42.5,30,138.300003051758,110,16,16,1,0,1,0,4.70047998428345,6.875,0,3.74950408935547
"1375",42.5,30,138.300003051758,127,12,12,1,0,1,0,4.84418678283691,7.9375,0,3.74950408935547
"1376",17.5,30,138.300003051758,102,11,10,2,1,1,20,4.62497282028198,6.375,1,2.86220097541809
"1377",47.5,30,138.300003051758,158,18,17,3,1,1,0,5.06259489059448,9.875,0,3.86072993278503
"1378",22.5,30,138.300003051758,113,15,16,1,0,1,0,4.72738790512085,7.0625,0,3.11351490020752
"1379",15.5,30,138.300003051758,121,12,12,1,1,1,0,4.7957911491394,7.5625,0,2.74083995819092
"1380",1.5,30,138.300003051758,130,10,11,3,0,0,0,4.86753511428833,8.125,0,0.405465096235275
"1381",5.5,30,138.300003051758,85,NA,12,1,1,0,0,4.44265079498291,5.3125,0,1.70474803447723
"1382",12.5,30,138.300003051758,87,14,12,1,1,1,0,4.46590805053711,5.4375,0,2.52572894096375
"1383",22.5,30,138.300003051758,135,16,16,3,0,1,0,4.90527486801147,8.4375,0,3.11351490020752
"1384",27.5,30,138.300003051758,110,12,12,4,1,1,0,4.70047998428345,6.875,0,3.31418609619141
"1385",5.5,30,138.300003051758,146,NA,16,2,1,1,0,4.98360681533813,9.125,0,1.70474803447723
"1386",65,8,118.599998474121,135,18,16,2,0,1,0,4.90527486801147,8.4375,0,4.17438697814941
"1387",27.5,8,118.599998474121,118,NA,14,2,0,1,0,4.77068519592285,7.375,0,3.31418609619141
"1388",37.5,8,118.599998474121,111,16,13,2,0,1,0,4.70952987670898,6.9375,0,3.62434101104736
